	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Bradymonadaceae	0	34	0	0	0	0	0	0	0	0	0	2	6	0	4	0	0	3	0	1	0	2	14	23	5	4	0	0	0	31	12	0	2	0	7	0	0	0	0	0	0	6	0
Bradymonadales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	7	0	0	12	0	0	0	0	0	0	0
Bradyrhizobiaceae	488	26623	1119	8480	749	14885	13821	5124	64	3576	598	10232	1374	957	639	1374	250	536	180	365	285	1148	371	1787	1481	540	114603	2113	8968	12349	6	269	1766	2808	2318	8158	23	35	633	0	1337	365	1102
Breoghaniaceae	401	1080	172	6	0	0	0	0	0	9	0	12	0	0	0	0	0	0	0	0	0	0	0	4	4	0	14	2	0	13	0	0	0	0	0	22	0	0	8	0	0	0	0
Brevibacteriaceae	0	93	8	0	0	171	434	68	0	400	20	25	14	5	2	10	0	6	0	0	0	0	0	0	0	0	101	15	0	50	0	0	51	38	75	72	0	0	22	0	32	0	0
Brucellaceae	75	2801	199	112	223	495	174	89	4	2933	48	318	106	81	50	63	12	30	0	151	125	434	240	370	332	173	698	135	276	873	0	54	207	260	169	1136	0	25	27	24	1534	783	82
Bruguierivoracaceae	33	0	0	0	0	0	0	0	0	142	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	674	0	0
Bryobacteraceae	4	276	7	10	4	0	0	0	0	0	0	63	11	26	7	0	0	508	0	0	1	44	10	2	14	4	330	29	62	28	0	0	6	23	12	16	8	0	0	0	0	0	0
Bryobacterales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Budviciaceae	0	0	0	6	0	0	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiaceae	1051	8068	816	2313	159	1413	558	246	189	2293	74	2035	1234	1440	678	2247	166	4760	458	170	296	819	478	2188	1517	943	34140	284	1240	1481	177	286	2464	1276	1798	12826	45	229	74	0	1364	397	1216
Burkholderiales bacterium (no family in NCBI)	4	32	0	306	0	118	12	2	0	102	0	32	95	182	58	23	12	18986	1171	2	3	27	6	113	90	71	82374	209	0	20	0	0	162	78	110	222	0	0	0	0	0	0	0
Caedimonadaceae	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldilineaceae	239	1102	342	31	0	48	21	22	0	0	0	14	67	53	24	920	0	32	1	15	134	22	2	264	200	154	2761	51	536	618	0	8	60	127	296	213	282	0	6	0	18	0	98
Caldilineae bacterium (no family in NCBI)	2	348	18	0	0	0	0	0	0	0	0	0	5	4	0	24	0	0	0	0	0	0	0	0	2	0	20	2	0	6	0	0	12	12	6	15	0	0	0	0	0	0	16
Caldilineales bacterium (no family in NCBI)	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calditrichaceae	49	77	14	42	12	16	0	0	0	0	0	19	0	0	0	65	6	16	4	4	13	85	47	41	17	13	84	8	0	5	0	0	55	62	29	221	0	0	0	0	0	12	60
Calditrichae bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
Calditrichaeota bacterium (no family in NCBI)	0	14	6	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calditrichales bacterium (no family in NCBI)	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldora (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	13	8	14	0	0	0	0	0	11	6	0	40	0	0	0	0	0	0	0
Calotrichaceae	0	36	4	153	0	34	19	53	0	0	0	24	4	13	0	84	0	0	0	9	0	9	8	20	10	17	126	0	0	139	0	43	52	118	16	440	0	23	0	0	0	10	0
Campylobacteraceae	1927	7644	5603	5130	328	1928	1734	1422	4082	709	4652	43007	2375	1984	2680	3480	836	19785	698718	1032	11471	1010	2235	4195	1767	1406	125770	4108	10466	139964	1504554	2847	2991	2267	7278	3631	2079	1685	1597	87340	2331956	125838	1896778
Campylobacterales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	14	0	0	11	19	6	0	0	0	45	0	0	6	0	0	0	0	0	0	14	0	0	0
candidate division (no family in NCBI)	34	443	28	6	2	3	7	0	38	4	0	0	22	30	10	26	2	51	8	0	2	6	6	145	144	117	152	0	40	12	0	0	78	16	2	202	0	0	18	0	0	20	30
Candidatus Abyssubacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Accumulibacter (no family in NCBI)	36	488	31	4	47	107	14	65	0	2	0	86	106	148	34	199	2	524	54	15	10	72	26	137	69	43	2402	54	132	175	0	4	186	126	135	1265	0	0	0	0	0	0	0
Candidatus Acetothermia bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Acidoferrum (no family in NCBI)	0	0	0	0	0	0	35	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	184	339	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Adamsella (no family in NCBI)	0	74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Adiutrix (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Aegiribacteria (no family in NCBI)	0	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Aerophobetes bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Alloclostridium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Aminicenantes bacterium (no family in NCBI)	4	88	4	6	0	0	0	0	0	0	0	0	0	4	0	0	0	45	8	0	0	0	0	51	70	49	299	0	0	0	0	0	10	3	7	16	0	0	0	0	0	0	0
Candidatus Aquidulcis (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Atribacteria bacterium (no family in NCBI)	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Avimicrobium (no family in NCBI)	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Avimonas (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Candidatus Babeliaceae	0	0	0	34	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Beckwithbacteria bacterium (no family in NCBI)	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Berkelbacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Binataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Brocadiaceae	0	201	25	16	0	10	0	0	0	0	0	8	31	47	6	89	0	4	2	0	2	59	6	81	42	46	120	0	10	115	0	0	52	26	38	1349	0	8	22	0	0	6	68
Candidatus Brocadiae bacterium (no family in NCBI)	0	38	10	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Brocadiales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Candidatus Caldatribacterium (no family in NCBI)	0	4	4	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Campbellbacteria bacterium (no family in NCBI)	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	6	0	0	0	47	0	0	0	0	0	0	0	0	0	0	119	220	0
Candidatus Chazhemtobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Cloacimonetes bacterium (no family in NCBI)	0	4	1	0	0	10	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Competibacteraceae	903	1049	117	54	10	77	14	14	0	0	8	86	336	445	110	416	2	407	88	49	95	126	56	365	276	158	1968	68	192	200	28	0	615	376	510	7713	60	2	45	0	123	160	466
Candidatus Curtissbacteria bacterium (no family in NCBI)	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Dadabacteria bacterium (no family in NCBI)	21	228	29	100	6	0	0	0	0	26	0	8	0	0	0	599	0	32	6	5	0	12	6	0	0	0	773	11	0	27	0	0	567	33	891	82	78	19	0	0	57	40	302
Candidatus Daviesbacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Delongbacteria bacterium (no family in NCBI)	4	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Candidatus Dependentiae bacterium (no family in NCBI)	0	0	0	16	0	249	12	8	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Desantisbacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0
Candidatus Desulfobacillus (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Candidatus Desulfofervidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Dojkabacteria bacterium (no family in NCBI)	2	6	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Candidatus Dormibacter (no family in NCBI)	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0
Candidatus Dormibacteraeota bacterium (no family in NCBI)	0	6	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Doudnabacteria bacterium (no family in NCBI)	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Eisenbacteria bacterium (no family in NCBI)	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	8	9	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
Candidatus Entotheonella (no family in NCBI)	11	800	56	84	52	14	277	12	0	0	12	2010	71	74	26	16	0	4	0	26	11	104	24	151	119	58	1457	97	430	347	0	18	142	124	148	1836	6	0	10	0	34	22	163
Candidatus Eremiobacteraeota bacterium (no family in NCBI)	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Falkowbacteria bacterium (no family in NCBI)	0	0	0	0	0	8	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Fermentibacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Fonsibacter (no family in NCBI)	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	43	56	10	10	0	0	2	0	0	6	0	0	0	0	0	0	0	2	0	40
Candidatus Gallispira (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	44	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Gracilibacteria bacterium (no family in NCBI)	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	47	327	36	0	0	0	32	0	0	0	0	0	0	0	6	0	0	636	471	0
Candidatus Hakubanella (no family in NCBI)	0	3	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	11	0	0	0	0	0	0	0
Candidatus Handelsmanbacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
Candidatus Heteroscilispira (no family in NCBI)	0	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Hydrogenedens (no family in NCBI)	0	31	0	0	0	0	0	0	0	0	0	0	4	2	0	23	0	0	0	0	0	10	0	2	9	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0
Candidatus Hydrogenedentes bacterium (no family in NCBI)	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0
Candidatus Izimaplasma (no family in NCBI)	3	25	0	4	0	0	0	0	4	10	20	0	0	0	0	47	0	0	0	0	0	11	16	6	2	2	0	0	0	0	0	0	40	5	7	30	0	0	0	0	0	0	0
Candidatus Kaiserbacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	8	0	0	0	0	103	0	0	0	0	0	0	0
Candidatus Kentron (no family in NCBI)	10	149	8	0	0	0	0	0	0	0	0	0	172	233	94	288	9	24	6	6	1	18	12	207	181	81	343	19	42	56	11	0	316	124	133	8034	18	0	0	0	6	16	0
Candidatus Krumholzibacteriota bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Latescibacteria bacterium (no family in NCBI)	0	0	0	29	0	0	0	0	0	0	0	0	1	2	0	104	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	4	0	0	28	0	0	0	0	0	0	0
Candidatus Levybacteria bacterium (no family in NCBI)	2	74	0	0	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Magasanikbacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Margulisbacteria bacterium (no family in NCBI)	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Marinamargulisbacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Candidatus Marinimicrobia bacterium (no family in NCBI)	0	16	20	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	17	11	4	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0
Candidatus Melainabacteria bacterium (no family in NCBI)	18	879	5	0	0	4	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Metalachnospira (no family in NCBI)	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Methylomirabilis (no family in NCBI)	0	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	16	6	0	0	0	0	0	0	4	6	17	117	0	0	0	0	0	0	0
Candidatus Methyloumidiphilus (no family in NCBI)	0	0	0	0	0	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
Candidatus Micropelagos (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	4	0	0	0	27	0	0	0	0	13	0	4
Candidatus Midichloriaceae	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0
Candidatus Moduliflexus (no family in NCBI)	20	180	4	8	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Moranbacteria bacterium (no family in NCBI)	24	1347	10	2	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Muproteobacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Nanopelagicales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	20	14	2	79	0	0	0	0	2	0	2	157	192	84	6	0	0	6	0	0	6	20	12	152	0	0	0	0	0	0	0
Candidatus Nanosynbacteraceae	0	0	0	0	0	269	73	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	16	0	0	0	0	0	0	0	10	29	0
Candidatus Nanosyncoccacae	0	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Nardonella (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Nealsonbacteria bacterium (no family in NCBI)	6	129	2	10	0	0	0	0	0	0	0	0	28	10	2	89	0	22	2	2	0	0	2	30	17	23	107	0	0	0	0	0	10	24	8	46	0	0	0	0	0	0	0
Candidatus Neoanaerotignum (no family in NCBI)	0	31	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Niyogibacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Obscuribacter (no family in NCBI)	0	21	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Obscuribacterales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Omnitrophica bacterium (no family in NCBI)	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	12	0	0	0	0	0	4	2	0	46	0	0	0	0	0	0	0
Candidatus Omnitrophus (no family in NCBI)	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Ordinivivax (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	2029	330	1430
Candidatus Pacebacteria bacterium (no family in NCBI)	30	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Paracaedibacteraceae	0	33	0	19	0	8	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	1	28	0	0	0	4	6	6	19	0	0	0	0	0	0	8
Candidatus Pararuminococcus (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Candidatus Parcubacteria bacterium (no family in NCBI)	26	16	4	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	8	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Phycosocius (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3
Candidatus Poribacteria bacterium (no family in NCBI)	0	17	0	0	10	0	8	0	0	0	0	0	3	6	2	9	0	0	0	12	8	32	16	0	0	0	0	0	0	6	0	0	24	22	2	44	0	8	0	0	0	0	0
Candidatus Puniceispirillum (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	6	0	0	16	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
Candidatus Reidiella (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	80	0	0	0	0	0	14	4	2	180	0	0	0	0	0	0	0
Candidatus Riflebacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Roizmanbacteria bacterium (no family in NCBI)	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Rokubacteria bacterium (no family in NCBI)	0	50	4	0	0	2	89	24	0	0	0	16	13	13	6	0	0	0	0	2	2	0	2	15	22	13	121	0	48	16	0	0	3	2	10	46	0	0	0	0	0	0	0
Candidatus Roseilinea (no family in NCBI)	0	0	0	0	0	80	12	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Candidatus Saccharibacteria bacterium (no family in NCBI)	143	974	205	309	4	2530	716	278	0	2282	20	2451	12	28	8	193	12	256	95	0	0	16	16	23	42	6	253	40	10	619	0	0	89	46	114	188	0	28	135	0	152	126	0
Candidatus Saccharimonas (no family in NCBI)	2	28	4	14	0	4	2	0	0	16	0	274	0	0	0	0	0	0	0	0	0	0	0	7	8	4	45	42	86	55	0	4	0	0	0	12	0	0	0	0	12	21	0
Candidatus Sacchiramonaceae	0	0	0	0	0	44	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Shapirobacteria bacterium (no family in NCBI)	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Soleaferrea (no family in NCBI)	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
